experiment_id,dgp_id,repetition,menu_family_content_failure,stage_upper_noncoverage_family,any_diagnostic_triggered,nominal_all_stage_supported,unsafe_nominal_pass,unsafe_pipeline_upgrade,event_inclusion_violations
e01-tds1,IID,157,False,False,False,False,False,False,0
e01-tds1,IID,158,False,False,False,False,False,False,0
e01-tds1,IID,159,False,False,False,False,False,False,0
e01-tds1,IID,160,False,False,False,False,False,False,0
e01-tds1,IID,161,False,False,False,True,False,False,0
e01-tds1,IID,162,True,False,False,False,False,False,0
e01-tds1,IID,163,False,False,False,False,False,False,0
e01-tds1,IID,164,False,False,False,True,False,False,0
e01-tds1,IID,165,False,False,False,True,False,False,0
e01-tds1,IID,166,False,False,False,False,False,False,0
e01-tds1,IID,167,False,False,False,False,False,False,0
e01-tds1,IID,168,False,False,False,True,False,False,0
e01-tds1,IID,169,False,False,False,False,False,False,0
e01-tds1,IID,170,False,False,False,False,False,False,0
e01-tds1,IID,171,False,False,False,False,False,False,0
e01-tds1,IID,172,False,False,False,False,False,False,0
e01-tds1,IID,173,False,False,False,False,False,False,0
e01-tds1,IID,174,False,False,False,False,False,False,0
e01-tds1,IID,175,False,False,False,True,False,False,0
e01-tds1,IID,176,False,False,False,False,False,False,0
e01-tds1,IID,177,False,False,False,False,False,False,0
e01-tds1,IID,178,False,False,False,False,False,False,0
e01-tds1,IID,179,False,False,False,False,False,False,0
e01-tds1,IID,180,False,False,False,True,False,False,0
e01-tds1,IID,181,False,False,False,False,False,False,0
e01-tds1,IID,182,False,False,False,False,False,False,0
e01-tds1,IID,183,False,False,False,True,False,False,0
e01-tds1,IID,184,False,False,False,False,False,False,0
e01-tds1,IID,185,False,False,False,False,False,False,0
e01-tds1,IID,186,False,False,False,True,False,False,0
e01-tds1,IID,187,False,False,False,False,False,False,0
e01-tds1,IID,188,False,False,False,False,False,False,0
e01-tds1,IID,189,False,False,False,False,False,False,0
e01-tds1,IID,190,False,False,False,False,False,False,0
e01-tds1,IID,191,True,False,False,False,False,False,0
e01-tds1,IID,192,False,False,False,False,False,False,0
e01-tds1,IID,193,False,False,False,False,False,False,0
e01-tds1,IID,194,False,False,False,False,False,False,0
e01-tds1,IID,195,False,False,False,False,False,False,0
e01-tds1,IID,196,False,False,False,True,False,False,0
e01-tds1,IID,197,False,False,False,False,False,False,0
e01-tds1,IID,198,False,False,False,False,False,False,0
e01-tds1,IID,199,False,False,False,True,False,False,0
e01-tds1,IID,200,False,False,False,False,False,False,0
e01-tds1,IID,201,False,False,False,False,False,False,0
e01-tds1,IID,202,False,False,False,True,False,False,0
e01-tds1,IID,203,False,False,False,False,False,False,0
e01-tds1,IID,204,False,False,False,False,False,False,0
e01-tds1,IID,205,False,False,False,False,False,False,0
e01-tds1,IID,206,False,False,False,False,False,False,0
e01-tds1,IID,207,False,False,False,False,False,False,0
e01-tds1,IID,208,False,False,False,False,False,False,0
e01-tds1,IID,209,True,False,False,False,False,False,0
e01-tds1,IID,210,False,False,False,False,False,False,0
e01-tds1,IID,211,False,False,False,False,False,False,0
e01-tds1,IID,212,False,False,False,False,False,False,0
e01-tds1,IID,213,False,False,False,False,False,False,0
e01-tds1,IID,214,False,False,False,False,False,False,0
e01-tds1,IID,215,False,False,False,False,False,False,0
e01-tds1,IID,216,False,False,False,False,False,False,0
e01-tds1,IID,217,False,False,False,False,False,False,0
e01-tds1,IID,218,False,False,False,False,False,False,0
e01-tds1,IID,219,False,False,False,False,False,False,0
e01-tds1,IID,220,False,False,False,False,False,False,0
e01-tds1,IID,221,False,False,False,False,False,False,0
e01-tds1,IID,222,False,False,False,False,False,False,0
e01-tds1,IID,223,False,False,False,True,False,False,0
e01-tds1,IID,224,False,False,False,False,False,False,0
e01-tds1,IID,225,False,False,False,False,False,False,0
e01-tds1,IID,226,False,False,False,False,False,False,0
e01-tds1,IID,227,False,False,False,False,False,False,0
e01-tds1,IID,228,False,False,False,True,False,False,0
e01-tds1,IID,229,False,False,False,False,False,False,0
e01-tds1,IID,230,False,False,False,False,False,False,0
e01-tds1,IID,231,False,False,False,False,False,False,0
e01-tds1,IID,232,False,False,False,True,False,False,0
e01-tds1,IID,233,False,False,False,True,False,False,0
e01-tds1,IID,234,False,False,False,False,False,False,0
e01-tds1,IID,235,False,False,False,False,False,False,0
e01-tds1,IID,236,False,False,False,True,False,False,0
e01-tds1,IID,237,False,False,False,False,False,False,0
e01-tds1,IID,238,False,False,False,False,False,False,0
e01-tds1,IID,239,False,False,False,False,False,False,0
e01-tds1,IID,240,True,False,False,False,False,False,0
e01-tds1,IID,241,False,False,False,True,False,False,0
e01-tds1,IID,242,False,False,False,False,False,False,0
e01-tds1,IID,243,False,False,False,False,False,False,0
e01-tds1,IID,244,False,False,False,True,False,False,0
e01-tds1,IID,245,False,False,False,False,False,False,0
e01-tds1,IID,246,False,False,False,False,False,False,0
e01-tds1,IID,247,False,False,False,True,False,False,0
e01-tds1,IID,248,False,False,False,False,False,False,0
e01-tds1,IID,249,False,False,False,True,False,False,0
e01-tds1,IID,250,False,False,False,True,False,False,0
e01-tds1,IID,251,False,False,False,False,False,False,0
e01-tds1,IID,252,False,False,False,False,False,False,0
e01-tds1,IID,253,False,False,False,False,False,False,0
e01-tds1,IID,254,False,False,False,False,False,False,0
e01-tds1,IID,255,False,False,False,False,False,False,0
e01-tds1,IID,256,False,False,False,True,False,False,0
e01-tds1,IID,257,False,False,False,False,False,False,0
e01-tds1,IID,258,False,False,False,False,False,False,0
e01-tds1,IID,259,False,False,False,False,False,False,0
e01-tds1,IID,260,False,False,False,False,False,False,0
e01-tds1,IID,261,False,False,False,False,False,False,0
e01-tds1,IID,262,False,False,False,False,False,False,0
e01-tds1,IID,263,False,False,False,False,False,False,0
e01-tds1,IID,264,False,False,False,True,False,False,0
e01-tds1,IID,265,False,False,False,False,False,False,0
e01-tds1,IID,266,False,False,False,False,False,False,0
e01-tds1,IID,267,False,False,False,True,False,False,0
e01-tds1,IID,268,False,False,False,False,False,False,0
e01-tds1,IID,269,False,False,False,True,False,False,0
e01-tds1,IID,270,False,False,False,True,False,False,0
e01-tds1,IID,271,False,False,False,False,False,False,0
e01-tds1,IID,272,False,False,False,False,False,False,0
e01-tds1,IID,273,False,False,False,False,False,False,0
e01-tds1,IID,274,False,False,False,False,False,False,0
e01-tds1,IID,275,False,False,False,False,False,False,0
e01-tds1,IID,276,False,False,False,True,False,False,0
e01-tds1,IID,277,False,False,False,False,False,False,0
e01-tds1,IID,278,False,False,False,False,False,False,0
e01-tds1,IID,279,False,False,False,False,False,False,0
e01-tds1,IID,280,False,False,False,False,False,False,0
e01-tds1,IID,281,False,False,False,False,False,False,0
e01-tds1,IID,282,False,False,False,False,False,False,0
e01-tds1,IID,283,False,False,False,True,False,False,0
e01-tds1,IID,284,False,False,False,False,False,False,0
e01-tds1,IID,285,False,False,False,False,False,False,0
e01-tds1,IID,286,False,False,False,False,False,False,0
e01-tds1,IID,287,False,False,False,False,False,False,0
e01-tds1,IID,288,False,False,False,False,False,False,0
e01-tds1,IID,289,False,False,False,True,False,False,0
e01-tds1,IID,290,False,False,False,False,False,False,0
e01-tds1,IID,291,False,False,False,False,False,False,0
e01-tds1,IID,292,False,False,False,False,False,False,0
e01-tds1,IID,293,False,False,False,False,False,False,0
e01-tds1,IID,294,False,False,False,False,False,False,0
e01-tds1,IID,295,False,False,False,False,False,False,0
e01-tds1,IID,296,False,False,False,True,False,False,0
e01-tds1,IID,297,False,False,False,False,False,False,0
e01-tds1,IID,298,False,False,False,False,False,False,0
e01-tds1,IID,299,False,False,False,False,False,False,0
e01-tds1,IID,300,False,False,False,False,False,False,0
e01-tds1,IID,301,False,False,False,False,False,False,0
e01-tds1,IID,302,False,False,False,False,False,False,0
e01-tds1,IID,303,False,False,False,False,False,False,0
e01-tds1,IID,304,False,False,False,False,False,False,0
e01-tds1,IID,305,True,False,False,False,False,False,0
e01-tds1,IID,306,False,False,False,True,False,False,0
e01-tds1,IID,307,False,False,False,False,False,False,0
e01-tds1,IID,308,False,False,False,False,False,False,0
e01-tds1,IID,309,False,False,False,False,False,False,0
e01-tds1,IID,310,False,False,False,True,False,False,0
e01-tds1,IID,311,False,False,False,True,False,False,0
e01-tds1,IID,312,False,False,False,False,False,False,0
e01-tds1,IID,313,False,False,False,False,False,False,0
e01-tds1,IID,314,False,False,False,True,False,False,0
e01-tds1,IID,315,False,False,False,False,False,False,0
e01-tds1,IID,316,False,False,False,False,False,False,0
e01-tds1,IID,317,False,False,False,False,False,False,0
e01-tds1,IID,318,False,False,False,False,False,False,0
e01-tds1,IID,319,False,False,False,False,False,False,0
e01-tds1,IID,320,False,False,False,False,False,False,0
e01-tds1,IID,321,False,False,False,False,False,False,0
e01-tds1,IID,322,False,False,False,True,False,False,0
e01-tds1,IID,323,False,False,False,True,False,False,0
e01-tds1,IID,324,False,False,False,False,False,False,0
e01-tds1,IID,325,False,False,False,False,False,False,0
e01-tds1,IID,326,False,False,False,True,False,False,0
e01-tds1,IID,327,False,False,False,False,False,False,0
e01-tds1,IID,328,False,False,False,False,False,False,0
e01-tds1,IID,329,False,False,False,True,False,False,0
e01-tds1,IID,330,False,False,False,True,False,False,0
e01-tds1,IID,331,False,False,False,True,False,False,0
e01-tds1,IID,332,False,False,False,False,False,False,0
e01-tds1,IID,333,False,False,False,False,False,False,0
e01-tds1,IID,334,False,False,False,False,False,False,0
e01-tds1,IID,335,False,False,False,False,False,False,0
e01-tds1,IID,336,False,False,False,False,False,False,0
e01-tds1,IID,337,False,False,False,False,False,False,0
e01-tds1,IID,338,False,False,False,False,False,False,0
e01-tds1,IID,339,False,False,False,False,False,False,0
e01-tds1,IID,340,False,False,False,False,False,False,0
e01-tds1,IID,341,False,False,False,False,False,False,0
e01-tds1,IID,342,False,False,False,False,False,False,0
e01-tds1,IID,343,False,False,False,False,False,False,0
e01-tds1,IID,344,False,False,False,False,False,False,0
e01-tds1,IID,345,False,False,False,False,False,False,0
e01-tds1,IID,346,False,False,False,False,False,False,0
e01-tds1,IID,347,False,False,False,False,False,False,0
e01-tds1,IID,348,False,False,False,True,False,False,0
e01-tds1,IID,349,False,False,False,False,False,False,0
e01-tds1,IID,350,False,False,False,False,False,False,0
e01-tds1,IID,351,False,False,False,False,False,False,0
e01-tds1,IID,352,False,False,False,False,False,False,0
e01-tds1,IID,353,False,False,False,False,False,False,0
e01-tds1,IID,354,False,False,False,True,False,False,0
e01-tds1,IID,355,False,False,False,True,False,False,0
e01-tds1,IID,356,False,False,False,False,False,False,0
e01-tds1,IID,357,False,False,False,False,False,False,0
e01-tds1,IID,358,False,False,False,True,False,False,0
e01-tds1,IID,359,False,False,False,False,False,False,0
e01-tds1,IID,360,False,False,False,False,False,False,0
e01-tds1,IID,361,False,False,False,False,False,False,0
e01-tds1,IID,362,False,False,False,False,False,False,0
e01-tds1,IID,363,False,False,False,True,False,False,0
e01-tds1,IID,364,False,False,False,False,False,False,0
e01-tds1,IID,365,False,False,False,False,False,False,0
e01-tds1,IID,366,False,False,False,True,False,False,0
e01-tds1,IID,367,False,False,False,False,False,False,0
e01-tds1,IID,368,False,False,False,True,False,False,0
e01-tds1,IID,369,False,False,False,False,False,False,0
e01-tds1,IID,370,False,False,False,True,False,False,0
e01-tds1,IID,371,False,False,False,False,False,False,0
e01-tds1,IID,372,False,False,False,False,False,False,0
e01-tds1,IID,373,False,False,False,False,False,False,0
e01-tds1,IID,374,False,False,False,True,False,False,0
e01-tds1,IID,375,False,False,False,False,False,False,0
e01-tds1,IID,376,False,False,False,False,False,False,0
e01-tds1,IID,377,False,False,False,False,False,False,0
e01-tds1,IID,378,False,False,False,True,False,False,0
e01-tds1,IID,379,False,False,False,False,False,False,0
e01-tds1,IID,380,False,False,False,False,False,False,0
e01-tds1,IID,381,False,False,False,False,False,False,0
e01-tds1,IID,382,False,False,False,False,False,False,0
e01-tds1,IID,383,False,False,False,True,False,False,0
e01-tds1,IID,384,True,False,False,False,False,False,0
e01-tds1,IID,385,False,False,False,False,False,False,0
e01-tds1,IID,386,False,False,False,False,False,False,0
e01-tds1,IID,387,False,False,False,False,False,False,0
e01-tds1,IID,388,False,False,False,True,False,False,0
e01-tds1,IID,389,True,False,False,False,False,False,0
e01-tds1,IID,390,True,False,False,False,False,False,0
e01-tds1,IID,391,False,False,False,False,False,False,0
e01-tds1,IID,392,False,False,False,True,False,False,0
e01-tds1,IID,393,False,False,False,False,False,False,0
e01-tds1,IID,394,False,False,False,False,False,False,0
e01-tds1,IID,395,False,False,False,False,False,False,0
e01-tds1,IID,396,False,False,False,False,False,False,0
e01-tds1,IID,397,False,False,False,False,False,False,0
e01-tds1,IID,398,False,False,False,True,False,False,0
e01-tds1,IID,399,False,False,False,False,False,False,0
e01-tds1,IID,400,False,False,False,True,False,False,0
e01-tds1,IID,401,False,False,False,False,False,False,0
e01-tds1,IID,402,False,False,False,False,False,False,0
e01-tds1,IID,403,False,False,False,True,False,False,0
e01-tds1,IID,404,False,False,False,False,False,False,0
e01-tds1,IID,405,False,False,False,False,False,False,0
e01-tds1,IID,406,False,False,False,False,False,False,0
e01-tds1,IID,407,False,False,False,False,False,False,0
e01-tds1,IID,408,False,False,False,False,False,False,0
e01-tds1,IID,409,False,False,False,False,False,False,0
e01-tds1,IID,410,False,False,False,False,False,False,0
e01-tds1,IID,411,False,False,False,False,False,False,0
e01-tds1,IID,412,False,False,False,False,False,False,0
e01-tds1,IID,413,False,False,False,False,False,False,0
e01-tds1,IID,414,False,False,False,False,False,False,0
e01-tds1,IID,415,False,False,False,False,False,False,0
e01-tds1,IID,416,False,False,False,True,False,False,0
e01-tds1,IID,417,False,False,False,True,False,False,0
e01-tds1,IID,418,False,False,False,False,False,False,0
e01-tds1,IID,419,False,False,False,False,False,False,0
e01-tds1,IID,420,False,False,False,False,False,False,0
e01-tds1,IID,421,False,False,False,False,False,False,0
e01-tds1,IID,422,False,False,False,False,False,False,0
e01-tds1,IID,423,False,False,False,True,False,False,0
e01-tds1,IID,424,False,False,False,False,False,False,0
e01-tds1,IID,425,False,False,False,False,False,False,0
e01-tds1,IID,426,False,False,False,True,False,False,0
e01-tds1,IID,427,False,False,False,False,False,False,0
e01-tds1,IID,428,False,False,False,False,False,False,0
e01-tds1,IID,429,False,False,False,True,False,False,0
e01-tds1,IID,430,False,False,False,False,False,False,0
e01-tds1,IID,431,False,False,False,True,False,False,0
e01-tds1,IID,432,False,False,False,False,False,False,0
e01-tds1,IID,433,False,False,False,False,False,False,0
e01-tds1,IID,434,False,False,False,False,False,False,0
e01-tds1,IID,435,False,False,False,False,False,False,0
e01-tds1,IID,436,False,False,False,False,False,False,0
e01-tds1,IID,437,False,False,False,True,False,False,0
e01-tds1,IID,438,False,False,False,False,False,False,0
e01-tds1,IID,439,False,False,False,False,False,False,0
e01-tds1,IID,440,False,False,False,False,False,False,0
e01-tds1,IID,441,False,False,False,False,False,False,0
e01-tds1,IID,442,False,False,False,False,False,False,0
e01-tds1,IID,443,False,False,False,False,False,False,0
e01-tds1,IID,444,False,False,False,False,False,False,0
e01-tds1,IID,445,False,False,False,False,False,False,0
e01-tds1,IID,446,False,False,False,True,False,False,0
e01-tds1,IID,447,False,False,False,False,False,False,0
e01-tds1,IID,448,False,False,False,False,False,False,0
e01-tds1,IID,449,False,False,False,False,False,False,0
e01-tds1,IID,450,False,False,False,False,False,False,0
e01-tds1,IID,451,False,False,False,False,False,False,0
e01-tds1,IID,452,False,False,False,False,False,False,0
e01-tds1,IID,453,False,False,False,False,False,False,0
e01-tds1,IID,454,False,False,False,False,False,False,0
e01-tds1,IID,455,True,False,False,False,False,False,0
e01-tds1,IID,456,False,False,False,False,False,False,0
e01-tds1,IID,457,False,False,False,False,False,False,0
e01-tds1,IID,458,False,False,False,False,False,False,0
e01-tds1,IID,459,False,False,False,False,False,False,0
e01-tds1,IID,460,False,False,False,False,False,False,0
e01-tds1,IID,461,False,False,False,False,False,False,0
e01-tds1,IID,462,False,False,False,False,False,False,0
e01-tds1,IID,463,False,False,False,False,False,False,0
e01-tds1,IID,464,False,False,False,False,False,False,0
e01-tds1,IID,465,False,False,False,False,False,False,0
e01-tds1,IID,466,False,False,False,False,False,False,0
e01-tds1,IID,467,False,False,False,True,False,False,0
e01-tds1,IID,468,False,False,False,False,False,False,0
e01-tds1,IID,469,True,False,False,False,False,False,0
e01-tds1,IID,470,False,False,False,False,False,False,0
e01-tds1,IID,471,False,False,False,False,False,False,0
e01-tds1,IID,472,False,False,False,False,False,False,0
e01-tds1,IID,473,False,False,False,False,False,False,0
e01-tds1,IID,474,False,False,False,False,False,False,0
e01-tds1,IID,475,False,False,False,False,False,False,0
e01-tds1,IID,476,False,False,False,False,False,False,0
e01-tds1,IID,477,False,False,False,True,False,False,0
e01-tds1,IID,478,False,False,False,False,False,False,0
e01-tds1,IID,479,False,False,False,False,False,False,0
e01-tds1,IID,480,False,False,False,False,False,False,0
e01-tds1,IID,481,False,False,False,False,False,False,0
e01-tds1,IID,482,False,False,False,False,False,False,0
e01-tds1,IID,483,False,False,False,False,False,False,0
e01-tds1,IID,484,False,False,False,True,False,False,0
e01-tds1,IID,485,False,False,False,True,False,False,0
e01-tds1,IID,486,False,False,False,False,False,False,0
e01-tds1,IID,487,False,False,False,False,False,False,0
e01-tds1,IID,488,False,False,False,False,False,False,0
e01-tds1,IID,489,False,False,False,False,False,False,0
e01-tds1,IID,490,False,False,False,False,False,False,0
e01-tds1,IID,491,False,False,False,False,False,False,0
e01-tds1,IID,492,False,False,False,False,False,False,0
e01-tds1,IID,493,False,False,False,False,False,False,0
e01-tds1,IID,494,False,False,False,False,False,False,0
e01-tds1,IID,495,False,False,False,False,False,False,0
e01-tds1,IID,496,False,False,False,False,False,False,0
e01-tds1,IID,497,False,False,False,False,False,False,0
e01-tds1,IID,498,False,False,False,False,False,False,0
e01-tds1,IID,499,False,False,False,False,False,False,0
e01-tds1,IID,500,False,False,False,False,False,False,0
e01-tds1,IID,501,False,False,False,False,False,False,0
e01-tds1,IID,502,False,False,False,True,False,False,0
e01-tds1,IID,503,False,False,False,False,False,False,0
e01-tds1,IID,504,False,False,False,False,False,False,0
e01-tds1,IID,505,True,False,False,False,False,False,0
e01-tds1,IID,506,False,False,False,True,False,False,0
e01-tds1,IID,507,False,False,False,True,False,False,0
e01-tds1,IID,508,False,False,False,False,False,False,0
e01-tds1,IID,509,False,False,False,False,False,False,0
e01-tds1,IID,510,False,False,False,True,False,False,0
e01-tds1,IID,511,False,False,False,False,False,False,0
e01-tds1,IID,512,False,False,False,True,False,False,0
e01-tds1,IID,513,False,False,False,False,False,False,0
e01-tds1,IID,514,False,False,False,False,False,False,0
e01-tds1,IID,515,False,False,False,False,False,False,0
e01-tds1,IID,516,False,False,False,False,False,False,0
e01-tds1,IID,517,False,False,False,False,False,False,0
e01-tds1,IID,518,False,False,False,False,False,False,0
e01-tds1,IID,519,False,False,False,False,False,False,0
e01-tds1,IID,520,False,False,False,False,False,False,0
e01-tds1,IID,521,False,False,False,False,False,False,0
e01-tds1,IID,522,False,False,False,False,False,False,0
e01-tds1,IID,523,False,False,False,False,False,False,0
e01-tds1,IID,524,False,False,False,False,False,False,0
e01-tds1,IID,525,False,False,False,False,False,False,0
e01-tds1,IID,526,False,False,False,False,False,False,0
e01-tds1,IID,527,False,False,False,False,False,False,0
e01-tds1,IID,528,False,False,False,False,False,False,0
e01-tds1,IID,529,False,False,False,False,False,False,0
